RTCM-Ref 1015   	15/05/2025	09:39:53	 32577.407	391296.499	  25.295	0.00	0.00
GPS0001         	15/05/2025	10:30:22	 45833.333	378590.513	   1.684	0.01	0.01
GPS0002         	15/05/2025	10:31:55	 45836.668	378583.429	   1.561	0.01	0.01
GPS0003         	15/05/2025	10:32:49	 45840.695	378574.977	   1.767	0.01	0.01
GPS0004         	15/05/2025	10:32:56	 45840.845	378575.009	   1.808	0.04	0.07
GPS0005         	15/05/2025	10:34:00	 45849.224	378561.819	   1.845	0.01	0.01
GPS0006         	15/05/2025	10:36:22	 45851.171	378551.528	   1.799	0.04	0.06
GPS0007         	15/05/2025	10:38:14	 45850.018	378543.734	   1.757	0.01	0.01
GPS0008         	15/05/2025	10:38:26	 45849.999	378543.726	   1.735	0.01	0.02
